# Orthros 5-round Differential-Linear Correlation Analysis
# Mode   : 2
# Offset : 3
# ΔL     : 00000000000000000000066600000000
# ΔR     : 00000000010100000000000000000000
# Output : 00000000220200000000000000000000
# Experiments : 100
# GPU configuration: 1024 blocks x 1024 threads
# Samples per thread: 2^13
# Generated by Orthros DLCT CUDA implementation
correlation
5.229422822595e-05
4.654750227928e-05
3.058114089072e-05
3.592786379158e-05
4.742457531393e-05
4.715425893664e-05
4.891678690910e-05
5.855713970959e-05
5.078734830022e-05
3.451248630881e-05
6.241071969271e-05
3.569666296244e-05
5.137664265931e-05
5.325861275196e-05
5.093845538795e-05
3.618537448347e-05
4.456448368728e-05
2.923491410911e-05
5.374685861170e-05
3.182725049555e-05
4.435912705958e-05
5.340599454939e-05
5.418458022177e-05
5.743256770074e-05
3.791856579483e-05
3.518047742546e-05
3.274134360254e-05
5.826423875988e-05
4.300940781832e-05
3.482145257294e-05
2.277921885252e-05
5.901558324695e-05
4.764972254634e-05
3.563729114830e-05
3.099930472672e-05
4.972657188773e-05
2.954294905066e-05
4.511768929660e-05
3.573880530894e-05
1.924391835928e-05
4.560709930956e-05
1.650559715927e-05
3.958144225180e-05
4.130811430514e-05
3.228965215385e-05
3.551319241524e-05
5.572312511504e-05
2.671475522220e-05
3.844755701721e-05
4.220404662192e-05
2.615712583065e-05
5.038036033511e-05
3.712507896125e-05
2.994597889483e-05
5.522137507796e-05
5.395757034421e-05
3.447057679296e-05
6.128009408712e-05
2.323533408344e-05
5.359598435462e-05
3.052712418139e-05
2.872827462852e-05
3.550900146365e-05
3.395602107048e-05
3.918609581888e-05
4.633376374841e-05
4.459847696126e-05
4.007690586150e-05
3.126286901534e-05
4.340405575931e-05
3.667362034321e-05
3.045261837542e-05
1.849932596087e-05
4.382547922432e-05
3.728154115379e-05
2.232380211353e-05
4.645925946534e-05
3.758934326470e-05
2.869544550776e-05
4.309392534196e-05
2.921675331891e-05
4.317378625274e-05
5.005928687751e-05
2.947123721242e-05
3.469618968666e-05
2.616713754833e-05
4.304200410843e-05
4.619592800736e-05
3.410805948079e-05
5.690520629287e-05
1.840782351792e-05
5.009933374822e-05
4.747789353132e-05
5.240878090262e-05
2.938020043075e-05
5.619879812002e-05
4.519987851381e-05
4.749093204737e-05
2.881418913603e-05
3.950763493776e-05
